date,silica_concentrate
2017-09-01 07:00:00,0.9399999999999986
2017-09-01 08:00:00,1.5800000000000034
2017-09-01 09:00:00,3.75
2017-09-01 10:00:00,3.1999999999999975
2017-09-01 11:00:00,2.5500000000000074
2017-09-01 12:00:00,2.579999999999996
2017-09-01 13:00:00,2.689999999999998
2017-09-01 14:00:00,1.8399999999999967
2017-09-01 15:00:00,2.3000000000000074
2017-09-01 16:00:00,1.720000000000004
2017-09-01 17:00:00,1.409999999999997
2017-09-01 18:00:00,1.409999999999997
2017-09-01 19:00:00,5.299999999999983
2017-09-01 20:00:00,2.9399999999999995
2017-09-01 21:00:00,1.9599999999999962
2017-09-01 22:00:00,1.2400000000000027
2017-09-01 23:00:00,1.5999999999999988
2017-09-02 00:00:00,1.1500000000000037
2017-09-02 01:00:00,1.939999999999998
2017-09-02 02:00:00,1.6500000000000004
2017-09-02 03:00:00,4.389999999999989
2017-09-02 04:00:00,4.5405545286505555
2017-09-02 05:00:00,4.84
2017-09-02 06:00:00,5.139445471349444
2017-09-02 07:00:00,5.289999999999988
2017-09-02 08:00:00,2.9399999999999995
2017-09-02 09:00:00,3.98000000000001
2017-09-02 10:00:00,4.440000000000018
2017-09-02 11:00:00,2.4700000000000113
2017-09-02 12:00:00,2.149999999999995
2017-09-02 13:00:00,1.25
2017-09-02 14:00:00,1.2400000000000027
2017-09-02 15:00:00,1.219999999999999
2017-09-02 16:00:00,1.3300000000000052
2017-09-02 17:00:00,1.7299999999999995
2017-09-02 18:00:00,1.3100000000000018
2017-09-02 19:00:00,1.5099999999999962
2017-09-02 20:00:00,1.409999999999997
2017-09-02 21:00:00,1.4199999999999944
2017-09-02 22:00:00,1.0699999999999956
2017-09-02 23:00:00,1.0
2017-09-03 00:00:00,1.0900000000000027
2017-09-03 01:00:00,1.219999999999999
2017-09-03 02:00:00,1.5699999999999947
2017-09-03 03:00:00,3.4700000000000157
2017-09-03 04:00:00,4.440000000000018
2017-09-03 05:00:00,4.690000000000021
2017-09-03 06:00:00,2.009999999999995
2017-09-03 07:00:00,2.310000000000002
2017-09-03 08:00:00,3.029999999999986
2017-09-03 09:00:00,3.7100000000000017
2017-09-03 10:00:00,3.9299999999999904
2017-09-03 11:00:00,3.4700000000000157
2017-09-03 12:00:00,3.160000000000007
2017-09-03 13:00:00,2.579999999999996
2017-09-03 14:00:00,3.950000000000007
2017-09-03 15:00:00,1.9599999999999962
2017-09-03 16:00:00,1.660000000000001
2017-09-03 17:00:00,1.7599999999999956
2017-09-03 18:00:00,3.0199999999999925
2017-09-03 19:00:00,2.699999999999992
2017-09-03 20:00:00,2.25
2017-09-03 21:00:00,3.4900000000000064
2017-09-03 22:00:00,4.769999999999989
2017-09-03 23:00:00,3.9299999999999904
2017-09-04 00:00:00,4.870000000000004
2017-09-04 01:00:00,4.679999999999984
2017-09-04 02:00:00,3.8300000000000067
2017-09-04 03:00:00,3.7400000000000064
2017-09-04 04:00:00,2.7300000000000066
2017-09-04 05:00:00,2.7200000000000126
2017-09-04 06:00:00,3.0
2017-09-04 07:00:00,2.8299999999999947
2017-09-04 08:00:00,2.8299999999999947
2017-09-04 09:00:00,2.8299999999999947
2017-09-04 10:00:00,2.1399999999999912
2017-09-04 11:00:00,2.7099999999999915
2017-09-04 12:00:00,2.699999999999992
2017-09-04 13:00:00,2.4700000000000113
2017-09-04 14:00:00,2.8999999999999906
2017-09-04 15:00:00,2.3000000000000074
2017-09-04 16:00:00,2.25
2017-09-04 17:00:00,2.0799999999999987
2017-09-04 18:00:00,2.6299999999999963
2017-09-04 19:00:00,2.4100000000000086
2017-09-04 20:00:00,4.889999999999989
2017-09-04 21:00:00,4.080000000000009
2017-09-04 22:00:00,4.889999999999989
2017-09-04 23:00:00,4.860584241933333
2017-09-05 00:00:00,4.802077761769445
2017-09-05 01:00:00,4.743571281636111
2017-09-05 02:00:00,4.685064801474444
2017-09-05 03:00:00,4.626558321338333
2017-09-05 04:00:00,4.568051841179444
2017-09-05 05:00:00,4.50954536104111
2017-09-05 06:00:00,4.451038880884999
2017-09-05 07:00:00,4.392532400743889
2017-09-05 08:00:00,4.334025920589999
2017-09-05 09:00:00,4.27551944044611
2017-09-05 10:00:00,4.217012960295
2017-09-05 11:00:00,4.158506480148888
2017-09-05 12:00:00,4.1
2017-09-05 13:00:00,4.04149351985111
2017-09-05 14:00:00,3.9829870397049993
2017-09-05 15:00:00,3.924480559553889
2017-09-05 16:00:00,3.865974079410001
2017-09-05 17:00:00,3.8074675992561122
2017-09-05 18:00:00,3.748961119115001
2017-09-05 19:00:00,3.6904546389588893
2017-09-05 20:00:00,3.631948158820556
2017-09-05 21:00:00,3.573441678661667
2017-09-05 22:00:00,3.514935198525556
2017-09-05 23:00:00,3.456428718363889
2017-09-06 00:00:00,3.3979222382305556
2017-09-06 01:00:00,3.339415758066667
2017-09-06 02:00:00,3.3099999999999943
2017-09-06 03:00:00,3.1100000000000105
2017-09-06 04:00:00,3.570000000000005
2017-09-06 05:00:00,4.110000000000011
2017-09-06 06:00:00,2.800000000000008
2017-09-06 07:00:00,2.58999999999999
2017-09-06 08:00:00,1.6399999999999926
2017-09-06 09:00:00,1.8300000000000007
2017-09-06 10:00:00,1.8199999999999947
2017-09-06 11:00:00,1.7299999999999995
2017-09-06 12:00:00,1.300000000000004
2017-09-06 13:00:00,1.5999999999999988
2017-09-06 14:00:00,1.289999999999998
2017-09-06 15:00:00,1.4900000000000038
2017-09-06 16:00:00,1.7099999999999989
2017-09-06 17:00:00,1.7799999999999951
2017-09-06 18:00:00,1.7799999999999951
2017-09-06 19:00:00,2.9900000000000064
2017-09-06 20:00:00,2.7400000000000064
2017-09-06 21:00:00,2.4800000000000053
2017-09-06 22:00:00,2.2400000000000055
2017-09-06 23:00:00,1.5
2017-09-07 00:00:00,1.6999999999999944
2017-09-07 01:00:00,1.8399999999999967
2017-09-07 02:00:00,1.6999999999999944
2017-09-07 03:00:00,3.0099999999999936
2017-09-07 04:00:00,2.569999999999994
2017-09-07 05:00:00,1.7599999999999956
2017-09-07 06:00:00,1.4900000000000038
2017-09-07 07:00:00,1.4900000000000038
2017-09-07 08:00:00,1.5399999999999994
2017-09-07 09:00:00,1.5699999999999947
2017-09-07 10:00:00,2.4100000000000086
2017-09-07 11:00:00,1.8500000000000023
2017-09-07 12:00:00,2.2300000000000035
2017-09-07 13:00:00,2.4700000000000113
2017-09-07 14:00:00,2.6600000000000104
2017-09-07 15:00:00,2.459999999999993
2017-09-07 16:00:00,1.9800000000000018
2017-09-07 17:00:00,2.149999999999995
2017-09-07 18:00:00,1.8999999999999972
2017-09-07 19:00:00,2.0500000000000065
2017-09-07 20:00:00,1.720000000000004
2017-09-07 21:00:00,1.4399999999999984
2017-09-07 22:00:00,1.3600000000000063
2017-09-07 23:00:00,1.2100000000000017
2017-09-08 00:00:00,1.2599999999999973
2017-09-08 01:00:00,1.660000000000001
2017-09-08 02:00:00,1.9100000000000041
2017-09-08 03:00:00,2.220000000000009
2017-09-08 04:00:00,1.77
2017-09-08 05:00:00,1.6100000000000074
2017-09-08 06:00:00,1.7400000000000044
2017-09-08 07:00:00,1.990000000000005
2017-09-08 08:00:00,1.7900000000000023
2017-09-08 09:00:00,2.5299999999999887
2017-09-08 10:00:00,2.0500000000000065
2017-09-08 11:00:00,1.6500000000000004
2017-09-08 12:00:00,1.4199999999999944
2017-09-08 13:00:00,1.6500000000000004
2017-09-08 14:00:00,2.1299999999999963
2017-09-08 15:00:00,1.8399999999999967
2017-09-08 16:00:00,2.3999999999999932
2017-09-08 17:00:00,1.560000000000002
2017-09-08 18:00:00,1.25
2017-09-08 19:00:00,1.3300000000000052
2017-09-08 20:00:00,1.5
2017-09-08 21:00:00,2.9399999999999995
2017-09-08 22:00:00,4.100000000000013
2017-09-08 23:00:00,1.5699999999999947
2017-09-09 00:00:00,4.179999999999988
2017-09-09 01:00:00,3.2400000000000064
2017-09-09 02:00:00,2.339999999999992
2017-09-09 03:00:00,3.069999999999998
2017-09-09 04:00:00,3.120000000000004
2017-09-09 05:00:00,3.2599999999999936
2017-09-09 06:00:00,1.9300000000000055
